stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],passive_elbow_fe_trq [Nm],passive_forearm_ps_trq [Nm],passive_wrist_fe_trq [Nm],passive_wrist_ru_trq [Nm]
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04615,0.692607,-0.160535,-0.18074,-0.208621,0.309362,-0.419936,0.186201,-0.437696,0.309362,-0.164863,-0.0129291
