stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],passive_elbow_fe_trq [Nm],passive_forearm_ps_trq [Nm],passive_wrist_fe_trq [Nm],passive_wrist_ru_trq [Nm]
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163262,0.151455,0.729493,-0.27235,-0.338113,0.692348,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
25,55,-0.0872665,-0.698132,-0.174533,0.174533,-0.0909139,-0.693268,-0.163259,0.151383,0.729493,-0.27235,-0.338215,0.694501,2.89333,-0.425535,-0.196117,0.877927
